name,MMSI,IMO,country
TAUCHODAU THL 77,574014718,0,Vietnam
OCEAN TREASURE,0,7728065,Unknown
SPOB.GRAHA DUA TUJUH,525009279,0,Indonesia
TENRYU MARU,0,7206160,China
FORSVIK,0,5117872,Unknown
ORIENTAL HARVEST,631733000,0,Equatorial Guinea
NISSHO MARU,0,5253846,Unknown
KANMON MARU NO. 1,0,9134402,Japan
TUBA NO. 5,0,8035922,Malaysia
FUKUYOSHI MARU,0,8511158,Unknown
DAE YOUNG,440108090,8944159,Korea
BROTHER BACHI,0,7921435,Unknown
VTN 2,273428440,0,Russia
PILATUS 18,567001390,8608987,Thailand
MISR 2,0,9871672,Egypt
GENESIS II,419956425,0,India
SRI BINTULU,0,6725054,Malaysia
BON VOYAGE,0,7824144,Unknown
PLAVUNETS,0,8923686,Russia
TEST,563123000,0,Singapore
PLOYPAILIN,567999033,0,Thailand
NAN CHUAN 9,0,9032549,China
SPOB PERKASA INDONESIA AL GARIS,0,8677653,Indonesia
SUKESHICHI MARU NO. 23,0,7401540,China
SULTANA,0,8846553,Bangladesh
7 SAM AN HO,440105460,0,Korea
ASTA RAYA 1,525200007,0,Indonesia
ORINOCO,0,9888388,Belgium
AKRA 70,525005237,9700495,Indonesia
MEITOKU MARU,0,9291298,Japan
IGEA,0,7000542,Italy
STAR STALLION,533110189,0,Malaysia
OJI MARU,0,8032396,Korea
CHEM TRANSIA,441129000,9032305,Korea
TAIOU MARU,431003171,9615286,Japan
MEBARUZAKI NO. 85,0,9954369,Japan
SHINPO MARU NO. 5,0,8909678,Japan
MT. OMEGA SELATAN,525022678,8921468,Indonesia
SUN PIONEER,477996843,0,Hong Kong
CHOKPATTANAVEE 2,0,6813746,Japan
WESTERN1HO,440504990,0,Korea
BETIM,0,9091492,India
HAKUSEIMARU NO.11,431501815,9333096,Japan
VALENTINA H,701001057,0,Argentina
NOBLE WINNER,0,7633040,Unknown
SHOSHIN MARU NO. 3,0,8604943,Unknown
MT.FIGAR JAYA I,525007196,0,Indonesia
MING YANG 888,671722000,0,Togolese Rep
INTERGOD VII,730074000,6717497,Colombia
CRYSTAL,0,8622385,Mongolia
TIDUNG PALE INDAH,525400225,0,Indonesia
MISUMI,0,9033725,Japan
TAE HA HO,440120500,9117870,Korea
ALVEERA,0,9751547,Bangladesh
KALIMANTAN JAYA KARYA,0,8342935,Indonesia
STRAITS ABADI,533130595,9163099,Malaysia
OSIRIS,0,8332007,Belgium
FEOSO TWO,0,7946071,Unknown
TUMMSEAS,622121042,2568745,Egypt
UNICOM 6,0,8523292,Romania
DYNASTY,0,7650567,Unknown
SOURYOUMARU,431000864,9517977,Japan
KAPITAN MIZEROVSKIY,273364380,0,Russia
LR CHA DUC LOI F7LAM,574712053,0,Vietnam
M V KODITHALA,419000375,9649744,India
TARSUS ALFA 07,0,9902732,Indonesia
SHORYU MARU,431000689,9512836,Japan
MT FITRI 7,631880770,0,Equatorial Guinea
WATTANA NAVEE 2,0,8740321,Thailand
CAHAYA AL ARRAHIM 1,525600146,0,Indonesia
MT QUEEN HANSAL,657228100,0,Nigeria
AMANDA AA,525401095,0,Indonesia
RICHARD R.,0,5159818,Guyana
JINJYA MARU,431300336,0,Japan
SPOB.SIGAM INDAH 03,525500670,0,Indonesia
LADY MYRTLE,0,5201714,India
BITTA,0,7405455,Bangladesh
GUOYANG166,591100141,0,-
HOUSEI MARU NO.11,431014535,9882724,Japan
ASLAN 3,271001124,0,Turkey
KINPUKU MARU,431400233,0,Japan
OT 2035,273365420,0,Russia
HH689,574012863,0,Vietnam
RAJANI GANDHA 1,0,8020707,Bangladesh
5 HA NA,440327580,0,Korea
ODEA,229360030,0,Malta
SW3,0,9058531,Panama
BELAIT SURITA,0,9255397,Unknown
COLUMBIA 108,477995822,0,Hong Kong
PALMSTONE,0,7639173,Unknown
HENG TIN,0,8132469,Unknown
BATAVIER,0,8953045,Netherlands
KOSHIN MARU,0,9066825,Japan
DOOLA SKY,440059890,9836610,Korea
SONAS,341028000,9257486,St Kitts & Nevis
STRAITS HARMONY,566687000,9647916,Singapore
SUNWO,667001575,9147904,Sierra Leone
EUSTANCE,564376000,8907694,Singapore
CHUNG YU NO.22,416005452,9814571,Taiwan
SEA MATRIX,667040600,9140401,Sierra Leone
SEA SOLIDARITY,566685000,9647904,Singapore
CHUNG YU NO.21,416005451,9814569,Taiwan
MARINE ANGEL,563034200,9647899,Singapore
VENICIA,677086300,9042520,Tanzania
RUBY EXPRESS I,0,9004841,Panama
LIDYA,271045665,9260550,Turkey
STRAITS PRIDE,533001060,9066447,Malaysia
SINO PRINCESS,0,9073751,Unknown
RELIANCE,0,9043512,Unknown
NANA SATU,457357000,9109897,Mongolia
OCEAN PRIDE,518100666,9055565,Cook Islands
MARINE PRESTIGE,0,9042518,Unknown
MT VANTAGE,511100610,9104445,Palau
RIVAL,370859000,9117818,Panama
SHUN XIN,667001823,9175133,Sierra Leone
SUNNY BLESS,667001855,9080625,Sierra Leone
ADAM MOOSA,0,9082154,Comoros
HAISOON 29,565318000,9072733,Singapore
SHUN WANG 2,0,9033787,Unknown
BAMIN GRANT,355877000,9475349,Panama
BELLA,0,9083354,Malaysia
K. P. P. 2,0,9054872,Thailand
T AURORA,511100641,9158331,Palau
MAGNET STAR,0,9080302,Nigeria
ANGEL 202,373914000,9083952,Panama
FATIMA X,671334100,9066095,Togolese Rep
AL BARQ AL SAUDI,403010000,9215024,Saudi Arabia
LOUP,0,7361398,Togolese Rep
GPT 21,0,8504430,Unknown
KOLIN 7,0,9083366,Turkey
BLUE DURAN,0,9083378,Equatorial Guinea
CETUS,620940000,8108949,Comoros
UN HUNG,0,9045962,DPR Korea
OCEAN PRINCESS,518100612,8601496,Cook Islands
CROWN FORTUNE,565919000,9550644,Singapore
SPOB SRIKANDI 518,525018198,9697583,Indonesia
ALPHA,564462000,9515163,Singapore
LMS LAXAPANA,417222305,8519382,Sri Lanka
JS GRATITUDE,657249300,9100114,Nigeria
FOX SUNRISE,266203000,9333917,Sweden
M.T.BERGPRAI,567041400,9065089,Thailand
AIKOU MARU,431003751,9658836,Japan
AL QURNA,425000018,9779161,Iraq
ANNA,0,7928706,Palau
CALA,0,7928718,Uruguay
MT. MAPLE,341768000,7821829,St Kitts & Nevis
XIANG SHUN,667001931,9156436,Sierra Leone
HORIZON LUCK,667001990,9048031,Sierra Leone
NOAH HANA,440204000,9152569,Korea
ZALIV AMERIKA,0,8714592,Russia
STRAITS L0YALTY,533001070,9062219,Malaysia
ENERGY K,271000879,9353163,Turkey
NO.7 HANA,440182000,9952000,Korea
KOESTERBERG,339301180,9184677,Jamaica
BERJAYA,341708000,8513003,St Kitts & Nevis
AVALON M,272732000,8013120,Ukraine
SJMARINER 1,667001382,8801759,Sierra Leone
MARIELA,370674000,9779094,Panama
AL MAHROUKAT AL THANI,0,6524917,Unknown
AMADEUS TITANIUM,246776000,9350460,Netherlands
MT.ARGHA 9,525600499,8911138,Indonesia
AEGEAN III,240708000,8817564,Greece
GLORY HANA,351372000,9370575,Panama
AEGEAN VIII,240732000,8817576,Greece
KEOYOUNG STAR 5,441083000,9362798,Korea
KEOYOUNG STAR,440978000,9435301,Korea
MARGITA,0,7036591,Sweden
BORISLAV,0,8711954,Unknown
WHITHAVEN,235084022,9334222,United Kingdom (UK)
GAZPROMNEFT NORDEAST,273334570,9422653,Russia
SM 23,567069100,9186170,Thailand
KOYSUG,273454720,8883252,Russia
RUYI SATU,533150037,8806395,Malaysia
KORSAKOV,273353940,8724793,Russia
AGINSKOYE,273554300,8894536,Russia
VIVA 962,0,8878764,Unknown
LUMINOUS,564671000,9471446,Singapore
RADIANCE,565996000,9471434,Singapore
LIBRA,565553000,9568744,Singapore
TRADER,273385110,8872514,Russia
AZOV,273437770,8943260,Russia
TRANSBUNKER,273317910,9037795,Russia
MARIZA,273449410,8711930,Russia
TRUZHENIK,273146710,8838556,Russia
DESNA,273130600,8711887,Russia
INZHENER CHERTKOV,273156000,8711942,Russia
NELI,0,8872631,Unknown
SIZIMAN,273334330,8711875,Russia
TAMANSKIY,0,8727044,Ukraine
ROSCHEM 2,273437420,8862935,Russia
HARBOR SPIRIT,214182712,8226272,Moldova
ANESUN,477995337,9578361,Hong Kong
ANELLY,477995338,9547221,Hong Kong
DESNA,272972000,8331510,Ukraine
RUTA,0,8711899,Ukraine
INZHENER VALCHUK,0,8711825,Ukraine
ASTERIX,0,9679309,Germany
ALFA AKDENIZ,620657000,8027705,Comoros
DVINA,273137500,8711734,Russia
ISLAND CHALLENGER,210595000,8711863,Cyprus
NIKO,616505000,8228256,Comoros
DMITRIY RULEVSKIY,273424720,8724767,Russia
LIDOGA,273434530,8711746,Russia
LAJU PRAKARSA II,0,7709734,Indonesia
LEONID MAKSIMOV,0,8711796,Russia
BUNKEROVSHIK 4,423143100,8228579,Azerbaijan
VOSTOCHNYY,272792000,8711772,Ukraine
FOKINO,273439060,8711758,Russia
PATA,0,8226997,Unknown
ISLAND TRADER,210282000,8727836,Cyprus
ACCORD,239998600,8923129,Greece
FATEYEVO,0,8423222,Mongolia
ZAPADNYY,312786000,8711837,Belize
KAPITAN DZHUMANOV,273294560,8711760,Russia
RENE,273353480,8711849,Russia
CORALWATER,245675000,9004164,Netherlands
TURMALIN,273434770,8724808,Russia
YANEE,374403000,8712269,Panama
COMARCO PEMBA,0,9257242,St Kitts & Nevis
T. PRONCHISHCHEVA,273413280,8918605,Russia
CHARIS,671026300,7925168,Togolese Rep
FLAGMAN 1,275437000,8008498,Latvia
PACIFIC OCEAN,0,8617603,Panama
SALTSTRAUM,0,7922130,Russia
SISTRAUM,273333130,8008412,Russia
SIRIUS VOYAGER,660627532,7419042,Reunion
FREYA,273337240,8015881,Russia
NORDEN,266212000,9346641,Sweden
GAZPROMNEFTZUID WEST,273355340,9286463,Russia
XING DA,312240000,9033529,Belize
THOUSAND SUNNY,667002026,8817681,Sierra Leone
TONG YEA NO.7,416250800,9254288,Taiwan
PERMATA NIAGA,0,9375161,Indonesia
NURI HANA,441905000,9397169,Korea
VISCARIA,258897000,7330052,Norway
SANTA ELENA,248230000,8125600,Malta
GIGLIO,247284200,9365207,Italy
CAPRAIA,247170100,9304473,Italy
WEST STREAM,308241000,7814254,Bahamas
KAPRIFOL,210445000,9200081,Cyprus
GORGONA,247164900,9304485,Italy
AMONITH,0,7235018,Norway
LADY SARAH,0,7931131,Tanzania
HELLE,257510000,9201906,Norway
HENG HUI 8,413455960,9122485,China
ECOBREEZE,240871000,9314466,Greece
AEGEAN TIFFANY,240870000,9314478,Greece
KOLIN 8,0,9148855,Turkey
DING HENG 15,412380870,9796224,China
KEIYO MARU,431000275,9426544,Japan
ARVES OIL,352001843,8883290,Panama
ROSCHEM,0,8899029,Russia
ARDBEG,352986144,9190315,Panama
TALISKER,352978191,9190327,Panama
DING HENG 16,413379810,9799226,China
ORANESS,220018000,8416786,Denmark
TRISTAR TRIUMPH,341495000,9494199,St Kitts & Nevis
FORMULA ONE,518100424,9133989,Cook Islands
GOLDEN FAITH,563005250,9131606,Singapore
MOON LUCK,667001355,9078309,Sierra Leone
ASTERDEA,677044500,7421863,Tanzania
SERRA POLAR,710000022,9229570,Brazil
FALCONA,247369900,8802791,Italy
GUAZAPA I,0,7432070,Unknown
ARA HANA,440042000,9121613,Korea
SUNRISE,0,7365576,Nigeria
SPOB WIJAYA KUSUMA 3,525006247,9621687,Indonesia
SKY MIR,440153940,9136515,Korea
MOZART,0,9666742,Belgium
GAZPROMNEFT NORDWEST,273355640,9590137,Russia
ROVER,0,7812256,Russia
SCANBIO ORATECA,219675000,8023527,Denmark
FATEH 1,0,8002729,Tanzania
ALDABRA,634125000,7827330,Kenya
MT EVIAPETROL III,240949000,9505754,Greece
GREEN CADIZ,224805000,9810197,Spain
YARA GAS II,0,7509172,Norway
YARA GAS I,0,7711892,Norway
SUNRISE NO.168,312699000,9035278,Belize
MT CANDY C0NQUEROR,750000053,8129450,Guyana
BONGANI,0,8735895,South Africa
RTS VAROT,0,6930336,Curacao
ZEFYROS,240485000,9324382,Greece
APILIOTIS,240438000,9324370,Greece
ELBA,247272700,9487744,Italy
HORDAFOR VI,257027910,8820286,Norway
GALILEAN 77,341328000,8820298,St Kitts & Nevis
NANY,701007053,9018115,Argentina
GUARDAFUI I,677011800,8806046,Tanzania
GUSTAVO U,701006380,8618994,Argentina
MED I,0,7012480,Togolese Rep
MT SAHIL,677041200,8619003,Tanzania
SHENG CHANG,0,7530547,Belize
PETROBAY,224115180,9301172,Spain
AGIA ZONI I,0,7342275,Greece
DANUM 23,533471000,9381902,Malaysia
ANCON TRADER,370337000,7715410,Panama
NAVI,207372000,7924293,Bulgaria
PATCHARAWADEE 10,567049500,7927489,Thailand
SIGAS MASTER,0,8325327,Malta
JAYNEE W,234234000,9130896,United Kingdom (UK)
ACE SAMBU,441394000,9102356,Korea
PIONEER KNUTSEN,259393000,9275074,Norway
POLAR VIKING,257702000,9200158,Norway
HONG HA GAS,574116106,9046887,Vietnam
VIET GAS,574159149,9046875,Vietnam
MILANGAZ III,271000865,7423885,Turkey
BALLUTA BAY,256489000,8013091,Malta
SALINA BAY,256487000,8013118,Malta
HAN XING,667001547,8204341,Sierra Leone
PRESTO,0,9195626,Belgium
XING LONG,667001347,8221636,Sierra Leone
EAST,276854000,9031624,Estonia
GELIODOR,273334320,9031636,Russia
MILLENNIAL SPIRIT,214182773,7392610,Moldova
SKORPION,276462000,7004342,Estonia
SPABUNKER SESENTAYUNO,0,9120231,Togolese Rep
CRYSTALWATER,276848000,9148843,Estonia
XIN HAI 8,0,8907515,Unknown
GOLFA I,0,8807595,Mexico
LG ASPHALT 1,533130955,9540900,Malaysia
SEDNA,750978000,9041605,Guyana
LAMBANO,657150700,7365966,Nigeria
MAMRY,0,7365954,Poland
SANTO MUHONGO III,312690000,7117424,Belize
KADRIYE ANA,271040291,9449235,Turkey
MT LMS DUNHINDA,417222276,8011005,Sri Lanka
CLEARWATER,423361100,9077537,Azerbaijan
SEABOARD I,0,7824572,Unknown
ANGON,261037120,9131199,Poland
ANTARES,255806365,9449223,Madeira
BOREAS LPG,620222000,8521488,Comoros
SACOR II,263702340,9630884,Portugal
NOVIK,273422100,6915738,Russia
PULO DOGOM,0,9046370,Indonesia
HELIODOR,0,9203693,Unknown
EILTANK 46,0,9239329,Germany
ICHA,0,7119458,Mongolia
ICARUS,0,9259240,Netherlands
STURGEON,0,8700577,Netherlands
CASPIAN GOLD,0,8700541,Belize
MERLION 20,563766000,9537161,Singapore
GOLDEN ARANDA,566065000,9601211,Singapore
MERLION 21,0,9537173,Singapore
MERLION 23,566066000,9601003,Singapore
SOPHIA,620980000,7113375,Comoros
HAI NAM 68,574012532,9572850,Vietnam
TAIAN,416022000,9805415,Taiwan
TAIAN NO.2,416053000,9874624,Taiwan
OTTER,0,9484168,Unknown
INFINITY 1,374147000,8960426,Panama
NECATI ALPAGUL,271002603,9212503,Turkey
GUO SI,477995827,9820594,Hong Kong
LPG NINE,0,9015319,Indonesia
TECNE,247338600,9823962,Italy
MERLION 27,563562000,9537226,Singapore
MERLION 28,563848000,9537238,Singapore
FRONTEK,566824000,9537214,Singapore
MERLION 25,566724000,9537202,Singapore
MT MEX DE OCEAN 8,525016675,9188659,Indonesia
EDRICKO 2,525015249,9031909,Indonesia
SM APOLLO,710002780,7020607,Brazil
KAPETAN MICHALIS,241634000,9187693,Greece
GUO YUAN,477995258,9674969,Hong Kong
BLACK FUEL,677081200,8407632,Tanzania
MUSTAFA OKAN,271007393,9119464,Turkey
BON,0,6810055,Tanzania
STONE BUCCANEER,0,8414518,United States (USA)
ALEKSANDR GLUKHOV,273351240,7113686,Russia
ECOMAR,273441620,7804948,Russia
RIO JAVA,0,5370319,Ecuador
PARMELIA 1,565209000,9565168,Singapore
BEREZOVNEFT,0,7109336,Mongolia
BUANA MAS PALMYNDO,525023327,8808484,Indonesia
GAS MONARCH,0,8400177,Panama
AGUNSA CAPELLA,725001506,9469209,Chile
NAOUSSA,241216000,9488530,Greece
EVIAPETROL II,240493000,9344356,Greece
CPC VI,622121222,9758181,Egypt
KORIMAKO,512465000,9557161,New Zealand
VITIM,0,6807046,Russia
COPERNICUS,0,8713809,Liberia
TASCO PHOENIX,567594000,9276298,Thailand
AGIA ZONI II,0,7126152,Greece
STELLA DI LIPARI,247450000,7128899,Italy
MT ZALEHA,525100591,9832810,Indonesia
UNO,0,8512671,Unknown
SONIC,667001526,8921195,Sierra Leone
WEITEK18,563047900,9834662,Singapore
OPRAH,0,9695951,Unknown
FENG SHUN 1,0,8510453,Unknown
SOTIRIA,0,6704397,Togolese Rep
MT PANDAN,525008054,9189548,Indonesia
YEE LEE,477995870,9807425,Hong Kong
MT PATRA TANKER I,525004015,9189550,Indonesia
MERSEY SPIRIT,247408700,9119476,Italy
SOLARIA,247256800,8906236,Italy
UNIKA,0,9621742,Unknown
SEA LIGHT,352670000,7910876,Panama
BIG SEA 102,567001720,9744855,Thailand
MT.CELINE 08,525016019,8110370,Indonesia
SHEN LI,0,8656623,Panama
CIPREIA,617068000,9449209,Cape Verde
HARPA DORIS,617069000,9449211,Cape Verde
MASTER,273336310,7434195,Russia
KAHAYAN,0,9051337,Indonesia
VALAIS,247230000,7116901,Italy
AKSHAY,0,6818710,Unknown
SIERRA PIONEER,533150096,9394492,Malaysia
JERANTO,247381000,7038628,Italy
NAXOS,247448000,6909909,Italy
KEOYOUNG BLUE 1,374656000,9765988,Panama
CALENDULA 12,0,9092886,Netherlands
NIREAS K,240183900,9505144,Greece
EVIAPETROL I,240285000,9260392,Greece
STOLT MOSEL,0,9017537,Unknown
STOLT MAIN,0,9017525,Netherlands
STOLT NECKAR,244660646,9017721,Netherlands
QUALITY SPIRIT,0,6901658,Malta
PRAIANO,247531000,6826418,Italy
ANDRIANA XX,0,9087996,Indonesia
SANTA RITA,247244700,9448906,Italy
SAN FRANCESCO,247270900,9448918,Italy
TOWO ARYO,0,8974362,Indonesia
FABIEN MURRAYS,0,9099250,Unknown
M.T SARAH,645469000,9555591,Mauritius
HAKIM TRADER,678329000,8622490,Zambia
CLEANSEAS UNITED,563012729,9170975,Singapore
LU ZHOU,0,8223476,Unknown
KING HUNG NO. 2,0,8021115,Taiwan
TASCO BRAVO,567513000,9109586,Thailand
HALTBAKK NAVIGATOR,259001980,9535400,Norway
OZU,525022277,9036686,Indonesia
SEA SHELL,0,7026388,Unknown
LIZRIX,235067266,9428188,United Kingdom (UK)
SAEHAN SULPHUR,0,9003627,Korea
HONGXING,0,8011512,Unknown
SHUN RONG,0,8011598,Unknown
EL KENNAR,605076454,7606267,Algeria
EL KOUACHI,0,7606279,Algeria
KALLIOPI G,240205400,9472957,Greece
QUEEN MAJEDA,613781309,9117806,Cameroon
FORTUNE 9,0,7705740,Thailand
ALEXANDRA G,240688000,7401760,Greece
GENESIS ALPHA,341491000,9344318,St Kitts & Nevis
PT 35,0,8210869,Unknown
ARCHON MICHAIL,240043800,8421365,Greece
CUROIL I,0,9179048,Curacao
REDO,0,5424990,Russia
KIAKU KIAKU,0,7038680,Unknown
TRESFJORD,265002000,9254977,Sweden
KEOYOUNG SEVEN,440403000,9398577,Korea
CHRISTIAN BURMESTER,0,8647050,Germany
ARCADIA,240560000,9359741,Greece
HEINRICH BURMESTER,0,8647048,Luxembourg
CHIL BO SAN,0,8711021,DPR Korea
OVIN SAMUDERA,0,7626621,Indonesia
BERNHARD BURMESTER,0,8643822,Luxembourg
SUNBEAM ESCALATE,0,8816558,Unknown
BERGEN T,273353430,8918540,Russia
GALUH PUSAKA,0,7511060,Indonesia
MARISA N,0,8004090,Italy
FERESA,566630000,9649067,Singapore
VILLA,0,9126417,Unknown
SB ALISEA,247373400,9535424,Italy
LEE BO,477995942,9830044,Hong Kong
EILTANK 39,0,9156967,Unknown
JULIENNE,0,8643937,Belgium
DAVINA,565643000,9746499,Singapore
CRYSTAL WATER,240868000,6902004,Greece
KEEWHIT,235008440,9286504,United Kingdom (UK)
ANNIKA,218779000,9628489,Germany
GOLDEN DRAGON 338,477995140,9396983,Hong Kong
CRESCENT CAMILLA,0,7900039,Nigeria
YUHOMARU NO.15,431730000,9844150,Japan
MARIA,240807000,7412379,Greece
MAXWELL,0,9110743,Netherlands
THISSEAS,0,7206342,Greece
COSMIC 8,0,8905206,Indonesia
SUN CHUN 8,0,9885518,Hong Kong
NIGERIAN STAR,0,6413417,Honduras
EASTERN DREAM,667002110,9087714,Sierra Leone
MTGASPIONEER,533050900,8850918,Malaysia
PROSPEROUSLY,477584800,9804796,Hong Kong
T. C. P. 5,0,7037064,Unknown
PACIFIC JOY,477995178,9577836,Hong Kong
JANA,211809000,9330185,Germany
KHUNSAMUTRA,0,7821556,Thailand
STAR ARUBA,246392000,7221275,Netherlands
PATCHARAWADEE 9,567053100,7620756,Thailand
COSMIC 20,525100764,9128855,Indonesia
CESARE,247223400,7041338,Italy
BEVENRODE,0,8643834,Germany
FAT CROW,0,7022291,Unknown
JAG,0,6417748,Tanzania
FRAM,265581970,8412235,Sweden
FORCE 1,0,7012387,Turkey
MT SUMBER REJEKI 68,525022272,9084724,Indonesia
CAR CHUN,477995954,8876118,Hong Kong
FORTUNA 1,273337720,9066409,Russia
VIKING KARVE,0,8661848,Netherlands
VERONIKI DIO,0,7701562,Greece
ARISTON,247559000,7006338,Italy
FINJA,211333700,9212345,Germany
SCAN MASTER,0,7224277,Norway
SOPHIA,0,6918091,Unknown
PILATUS 28 .,567000670,8709004,Thailand
NORVARG,667001532,7911052,Sierra Leone
POLARTANK,273433560,6903010,Russia
WEALTHY,533150023,8999037,Malaysia
M.T.V.L.14,567062200,9084712,Thailand
ENDEAR,566930000,9662679,Singapore
ENCHANT,566849000,9662667,Singapore
ENTHRAL,563451000,9671888,Singapore
SERRA THERESA,701115000,9254965,Argentina
ANTONELLO,247422000,7105691,Italy
PILATUS 19,0,8312502,Thailand
GOYA,0,8899483,Germany
UNIQUE12,567197000,9058660,Thailand
TAURUS,567071400,9115468,Thailand
VISSEL,253736000,9462093,Luxembourg
SITULA,0,6505325,Nigeria
BANDAI HANA,441906000,9159244,Korea
CPC II,622171159,9659907,Egypt
CPC I,622171162,9620267,Egypt
MT.SIRITANASIN,567001520,8614819,Thailand
PELAGIA HORDAFOR,258764000,9331098,Norway
SHUN FA NO. 1,0,8618578,Sierra Leone
SUMBER CAHAYA 68,572757000,9083641,Tuvalu
SHUN FA NO. 2,0,8712881,Sierra Leone
OC MOSGOW,518100676,9017056,Cook Islands
YEMEN STAR 1,0,6520545,Unknown
BERGEN LNG,257479000,9436159,Norway
SRI TAH THONG,567001120,9047233,Thailand
CGM TEST,574014178,8910823,Vietnam
BESKID,0,7731737,Nigeria
AEGEAN ACE,0,9038232,Greece
ZUMA EAGLE,0,7018616,Equatorial Guinea
SHERMAC,0,8706741,Unknown
SYNTHESE 10,0,9223045,Unknown
DETTMER TANK 122,0,9802750,Germany
DETTMER TANK 120,0,9802748,Germany
CHOPIN,0,9740988,Belgium
FOLMAG BOND,0,7002629,Unknown
SHOKAKU MARU NO. 2,0,8103913,Japan
SIRI KAMOL,0,8817239,Unknown
KHUSNAHAR 5,0,8772635,Bangladesh
PUTERI TUJUH,0,7323255,Unknown
YUN XIANG 8,413417970,8790493,China
BIG SEA 14,567054200,9016703,Thailand
HANYU ULSAN,440132140,9932622,Korea
VIRGO,0,6804537,Russia
NADIYA,352001151,9118745,Panama
FINE CHEMI,0,8909977,Korea
YONG WIN 8,0,7334486,Unknown
YU HWA,0,7204904,Korea
PRINCIPE TRADER,0,9084968,Nigeria
BACOLOD CITY,0,7620108,Philippines
PHU DAT 15,574003600,9831660,Vietnam
OCEAN MARINE,567005500,8020692,Thailand
YOUNGSAN GAS,441299000,9185580,Korea
NEW SEABORN,0,8014112,Thailand
NANIWAMARU NO.23,431301706,9307126,Japan
K. V. 10,0,8011495,Unknown
S KYLIAN,525119205,9968401,Indonesia
VEENDAM,0,8863989,Nigeria
DANAI 5,0,8519473,Thailand
M.T PATARAVARIN4,567002130,9078529,Thailand
BAO TAN XIAN FENG,412501020,9410258,China
PAEK MA,445207000,9066978,DPR Korea
MILAGRO,0,9556715,Netherlands
AMA 3,0,8103597,Thailand
PRINCESS OF YOSU,0,7028520,Unknown
NANJING SHENGHUA 545,0,9537185,Singapore
MT MORRIS,657291000,7813169,Nigeria
PETRA BENJAMIN,0,5107310,Germany
YU TIAN 6,412467710,9072757,China
MT.THAILAEMTHONG 8,567070900,9058581,Thailand
BUMI SARANA,0,7373559,Indonesia
ROYAL PALMA XVI,0,8740216,Unknown
OBUNO,0,7816850,Nigeria
SEAGULL 351,525010327,9791432,Indonesia
ADELINE 01,0,9906934,Indonesia
ATLANTIC ENERGY,0,9679608,Netherlands
BRENTIX,677077500,7922221,Tanzania
ZAKARIA 3,525010165,9005962,Indonesia
RIVER PRIDE,0,9174177,Unknown
LIVIA,0,7332464,Nigeria
KHARISMA 8,0,8214451,Indonesia
SANKYO ETHYLENE MARU,0,7353080,Unknown
TERRIFIC,0,6825036,Panama
CHICAGO V,0,8951750,Trinidad & Tobago
PUTERI JELITA,0,8125753,Indonesia
REEM 5,0,8300767,Panama
PROSPER 10,0,9702120,Singapore
B.P.P.27,567001610,9062738,Thailand
LAPIN,0,7808786,Unknown
AZBAL,0,9773131,Bangladesh
COWRIE PRINCESS,0,7209203,Nigeria
BIG SEA 10,567042400,8805822,Thailand
ENERGY TRADER,0,8031689,Indonesia
GLENN,0,8113712,St Kitts & Nevis
SM 21,0,9021564,Thailand
TEGUH 9,533000075,8807246,Malaysia
KOKUEI MARU NO. 9,0,7237834,Unknown
CHELSEA RESOLUTE,0,7902843,Philippines
CHATCHAWIN 4,0,6902054,Unknown
HAKUSHIN MARU,432925000,9674878,Japan
MAYAN PRINCESS,0,8410768,Unknown
CALANDA,0,8848173,Switzerland
KAAN BEY,0,7303827,Turkey
DAMAR,0,7902817,Philippines
PAUL BURMESTER,0,7329285,Unknown
ALI TELLIOGLU,0,8870865,Turkey
ROSE10,0,7511125,Panama
JIN DA WEI,0,8794683,Panama
ZHONG RAN 11,0,8530582,China
NUSANTARA BERSINAR,525015795,9066370,Indonesia
OCEAN LION 1,0,9047312,Indonesia
KISAN,431016994,9908360,Japan
APHRODITE,0,7629568,Thailand
PHUREEPIMOOK,0,8585329,Unknown
CAN S 1,0,7725051,Turkey
GNA,0,7722994,Yemen
PARANA VERA,0,8330932,Paraguay
NAMSE BANGDZOD,0,9078517,Indonesia
SIMRAN,356762000,9136644,Panama
AKRA 20,0,9577214,Indonesia
LIBERTY 29,563077880,9955131,Singapore
ENLIVEN,563097000,9671876,Singapore
PERNAS PROPANE,0,8401705,Malaysia
ANASTASIS,0,5357874,Honduras
NAPAPA,567070500,8534069,Thailand
EIHO MARU,431014494,9889588,Japan
EILTANK 36,0,9174141,Germany
JAMBORATA,0,8743933,Indonesia
HAI NAM 67,574000140,9574755,Vietnam
CHONG RIM 3,0,8665131,DPR Korea
SAGAR URMIKA,0,9823273,India
MONJASA PIONEER,0,6915166,Panama
RYOUMEI MARU,432941000,9682083,Japan
DAMANSARA,0,8421614,Malaysia
MT.SINAR LABUAN,525009052,9085156,Indonesia
KAKUSHUN MARU NO. 7,0,8214475,Korea
BELLA II,0,7725001,Panama
SIN PHYONG 5,0,8865121,DPR Korea
POSITIVE 1,0,8335384,Ukraine
PRAN,0,7371642,Panama
OCEEANA KAREEMATA,0,7392256,Panama
MARISA,0,8643963,Netherlands
MIN WOO NO. 3,0,5190848,Korea
RYOAN MARU,432671000,9512886,Japan
AMBRIELLE,351233000,9779109,Panama
PUTRA SAMUDRA 18,0,7106073,Indonesia
PETRO CHEMICARRY,0,7203596,Unknown
