name,MMSI,IMO,country
DANNY ROSE,0,8901688,Nigeria
PING AN HAI,0,8414893,Hong Kong
NAPHT AL YEMEN 1,0,7508269,Unknown
SHAN YI,412379370,9646388,China
NEW JERSEY,0,8022133,St Kitts & Nevis
DA QING 212,0,7614240,China
COUNTESS,0,8323587,Singapore
ALBERTO V,701006760,9813319,Argentina
CAIHONGDAO 3,413444570,9600102,China
MT.KURAUP.59,525008007,9004932,Indonesia
STERLINK VERNAL GRACE,0,8510154,Panama
PRINCESS SAMA,511421000,9178082,Palau
CRANE MIMOSA,351986000,9873424,Panama
CRANE SOL,374638000,9925423,Panama
ARTEMIS,0,9503263,Unknown
MT SHEBA,657126900,9514432,Nigeria
MT OCEANUS 9,574001880,9142136,Vietnam
TIMAT 1,0,7912032,Nigeria
GENERAL SELIMOV,0,7833250,Unknown
GREAT PORTOBELLO,0,6903981,Panama
GLOBAL PEACE,518100969,9555199,Cook Islands
YUN SHAN,413378970,9288564,China
SPRING GLORY,0,9034212,Singapore
YOU SHEN 3,413376440,9596466,China
NAMHAE,0,9006693,Niue
CANAL TRADER,0,6920288,Panama
BATOVA,0,8612067,Bulgaria
NITTAN MARU NO.10,431000592,9441790,Japan
FELLOWSHIP,0,9468334,Netherlands
HENGYU9,412470080,8690186,China
DONG GUI 16,413510750,9820219,China
SENNA,567359000,9140449,Thailand
FNSA 11,470711000,9424534,United Arab Emirates (UAE)
FENG HAI 30,413472650,9660815,China
NING YANG YOU 8,0,9868508,China
MT.ARCADIA,525015896,9159294,Indonesia
MT.VICTORIA,735059140,9398591,Ecuador
KINYU MARU NO12,431004372,9677210,Japan
LEFKAS,601262600,9417531,South Africa
JIANGYAN 5,373266000,9531595,Panama
INGAZ,0,9007099,Togolese Rep
VIRGEN DEL CARMEN III,0,8027690,Panama
NOORDPOOL,0,9306093,Netherlands
PRINCESS SANGO,371521000,9891191,Panama
KAMA,0,8025915,Russia
FU LONG 01 HAO,413377010,9641041,China
GEM,373241000,9008627,Panama
NING HUA 401,0,8912948,China
HAI YUAN,352159000,9542104,Panama
DL ZINNIA,636021759,9368936,Liberia
NEW SMILE,529770000,9114842,Kiribati
IBALLA G,0,7393418,Panama
MORNING DIANA,356990000,9837793,Panama
GEHREMAN KHELILBEYLI,0,8507274,Azerbaijan
PNX CONQUEROR,371603000,9523809,Panama
ECO TEXIANA,538008844,9875719,Marshall Islands
ASWINTHA,0,9468566,Unknown
BREAKTHROUGH,0,9095723,Nigeria
SHENG HUA 636,0,9904235,China
GLOB,0,8303965,Togolese Rep
GENERAL ABBASOV,0,8727379,Unknown
PROVMAR TERMINAL II,0,5159600,Canada
HANG HAI YOU 19,0,9912414,China
KENOS ATHENA,0,8419049,Korea
LIBRA,0,8401846,Nigeria
HARI SAGAR,0,8216679,India
SAN BIAGIO,256837000,9753820,Malta
VYAZMA,273547800,8025927,Russia
HAI LONG 401,0,9503251,Unknown
GLORISTAR,667001594,9449651,Sierra Leone
FIORELLA,775087000,9493389,Venezuela
NORDVIK,273441840,8845523,Russia
ONTARIO,0,9473016,Gabon
XING MING YANG 888,0,8410847,Unknown
SAID AFANDI,0,8724731,Russia
YONG FENG DA 26,0,9876256,China
MARWAH 8,403215980,9106338,Saudi Arabia
LUCKY.1,0,8417912,Unknown
GENERAL HEYDEROV,0,8033833,Unknown
LEROS,354089000,9382152,Panama
ZUIDZEE,0,9309057,Belgium
NEW KONK,0,9036387,Unknown
MAURINAPHTE I,0,8022470,Nigeria
SISAMO X,626172000,9142502,Gabon
CAPONE,0,8608559,Panama
ARTA,0,7503491,Unknown
DONG RUN 16,413243190,9896816,China
MAWUKO,0,8323575,Unknown
BITUMEN PRINCESS,626073000,9133719,Gabon
HAIN PATRIOT,368196110,9561148,United States (USA)
ARAM,341246000,9211664,St Kitts & Nevis
LEO ASPHALT II,357134000,9806689,Panama
STAR ORION,0,8512190,Singapore
TOPAZ,0,8323551,Gabon
ZENGILAN,0,8724834,Azerbaijan
VOLGONEFT 301,0,8841321,Russia
CAI HONG DAO 1,413452950,9701073,China
FU LONG 02 HAO,412380040,9649768,China
GLORIWIND,477969100,9449649,Hong Kong
STA MARTINA,0,6924492,St Vincent & Grenadines
SHENG YOU 228,0,9495789,China
MT FREE STAR,677052900,8414336,Tanzania
MATSU MARU NO12,431015764,9894600,Japan
BRILA KEJI,0,8413899,Panama
NAN LIAN 18,413214660,9883156,China
KAMEE,0,8408284,Thailand
ORIENTAL CRANE,0,8014198,Sierra Leone
VEMAHARMONY,356199000,9514420,Panama
ATTICUS,248035000,9471173,Malta
MARIGOLD,0,8419805,Thailand
SUNNY NOAH,431003074,9474357,Japan
UNION TRIUMPH,0,8416578,Togolese Rep
NUSANTARA AKBAR,0,8317411,Indonesia
SKY STAR,0,8418928,Panama
XING TONG 6,413707650,9862047,China
NOOR 1,0,8907278,Bangladesh
BERKAH BAHARI 99,0,8310358,Indonesia
HERO,0,7016230,Unknown
DA QING 415,0,7630646,China
SHENG YOU 229,0,9533218,China
BIN HAI 607,412301040,9210775,China
YONG SHENG 36,0,9456082,China
FRANCIE,353745000,9546760,Panama
MT.SURYA CHANDRA,525011097,9085766,Indonesia
REJOICE,0,8708763,Nigeria
NAN LIAN 203,413472690,9551765,China
MANDUME,538003997,9426506,Marshall Islands
CECILE,371907000,9357676,Panama
AU ARIES,525023278,9036325,Indonesia
CELESTIAL VICTORY,518100967,9578323,Cook Islands
GOBUSTAN,0,8857203,Unknown
BUMI ANUGERAH,0,9050979,Panama
XING TONG 7,413311580,9945502,China
FALDA,351310000,9357585,Panama
BIGSEA 104,567001860,9635535,Thailand
HAEJU,0,7621267,Unknown
M.MUSTAFA.ALI,423042100,8730091,Azerbaijan
ARCADIA,0,7211359,Panama
NAN LIAN 7,413363710,9644249,China
GAS DEFIANCE,538003218,9359557,Marshall Islands
ORE OFE,0,8421406,Nigeria
ARO LAKE,441544000,9440239,Korea
PACIFIC SUN,0,8718380,Peru
FENG HAI 27,413468760,9618422,China
MARINA,0,8325743,Ukraine
KINRYU MARU,431007252,9766798,Japan
NAFTALAN,423050100,8138906,Azerbaijan
NAN LIAN 201,412473450,9542946,China
HAVANA,636017420,9387176,Liberia
ASPIRE I,518100889,9342932,Cook Islands
PHILIPPA,567592000,9230177,Thailand
ISLAM SEFERLI,423036100,8228646,Azerbaijan
PANEGA,0,8511586,Bulgaria
JIN YU SHENG,0,9922483,China
FNSA 10,470712000,9432074,United Arab Emirates (UAE)
AMBER II,538006182,9604031,Marshall Islands
HAI SOON 61,518100405,9276901,Cook Islands
THOR,0,6717239,Unknown
GERTRUDE,0,8907292,Panama
SUNNY MARS,431052000,9474345,Japan
G.HADJIYEV,423024100,8507248,Azerbaijan
SU RUI 169,413313000,9142966,China
MT.SAPTA SAMUDRA,525014047,9101431,Indonesia
NAPHT AL YEMEN 6,0,7941150,Unknown
YONG HUA 156,0,9003574,China
MAHATSANGY,253128000,9530395,Luxembourg
MARTEN DEYMANN,0,9468516,Unknown
CAPRICORNIO GAS I,0,7601047,Panama
CHAN FONG,0,7350260,Unknown
MT.CATUR SAMUDRA,525017008,9019547,Indonesia
GLOBAL QUEEN 1,357641000,9125346,Panama
JIAN HANG LI DA,413703440,9802516,China
JS ONSAN,441968000,9657519,Korea
JORGE AMADO,710003613,9596870,Brazil
BLUE RIVER,0,8113736,Nigeria
NERIMAN NERIMANOV,423048100,8728268,Azerbaijan
GENGIS KHAN,0,9388089,Italy
SONNY,636018133,9050670,Liberia
TEKNOGAS,0,8914300,Malaysia
GEHREMAN HESENOV,0,7941679,Unknown
ALAJA,434122600,9702663,Turkmenistan
PIONEER 38,352898754,9916331,Panama
NHA BE 09,574003540,9305972,Vietnam
DING HENG 19,413311110,9934400,China
NAPHT AL YEMEN 5,0,8831261,Unknown
ZHONG RAN ZHI XING,413376420,9238129,China
HENG HUI 19,413241940,9896804,China
OASIS 1,0,9465629,Panama
GUO HONG 5,413439970,9523897,China
MMM GALVESTON,0,9009671,Unknown
FATIME,477851400,9515266,Hong Kong
RIO SALAQUI,0,7306166,Panama
EZOMO,0,7368774,Unknown
JS LANSHAN,441937000,9571064,Korea
GENERAL MEHMANDAROV,0,8133619,Unknown
AGISTRI,0,9046629,Nigeria
MARSHAL ZHUKOV,273377120,9690224,Russia
DALAS,0,8316986,Gabon
VIRGINIA B,0,6727234,Unknown
LAUREL,341210000,9175729,St Kitts & Nevis
CYNTHIA,667001972,9175731,Sierra Leone
EVER REACH,667001683,9083940,Sierra Leone
CHEM,518998388,9240914,Cook Islands
ERDEK,271049599,9175767,Turkey
ANGEL 29,373247000,9175755,Panama
ANGEL 38,352978208,9175743,Panama
HAWKS GLORY,352542000,9207857,Panama
GOLDEN JUPITER,354866000,9317028,Panama
ASIAN GRACE,441898000,9317030,Korea
TRANS EXETER,257635000,9314753,Norway
VIKSTRAUM,0,7917587,Malta
DAEHO SUNSHINE,0,9158991,Korea
BINTULU,525023203,9153733,Indonesia
EGAN,542614110,9123348,Niue
ARK PRESTIGE,419559000,9116242,India
GASCHEM LEDA,636016112,9374882,Liberia
MOSTRAUM,0,8023773,Norway
PEARL MELODY,563056100,9825037,Singapore
PEARL MAJESTIC,563067200,9825087,Singapore
PEARL MAYA,563066100,9825075,Singapore
PEARL MERCURY,563046300,9825025,Singapore
EMMA COSULICH,563056400,9825049,Singapore
PEARL MIMOSA,563059500,9825063,Singapore
JETSTAR,0,9081083,Palau
RED SEA 1,341459000,9081071,St Kitts & Nevis
GASCHEM RHONE,218533000,9401570,Germany
MT DALAL,511100199,9084671,Palau
GASCHEM WERRA,636093035,9560170,Liberia
GASCHEM WARNOW,636091772,9560168,Liberia
GAS SUCCESS,417222406,9148609,Sri Lanka
AMALIE ESSBERGER,255805370,9314777,Madeira
ELLEN ESSBERGER,255805340,9272747,Madeira
LIESEL ESSBERGER,255805250,9272761,Madeira
SCHUMI,351424000,9134359,Panama
SCHUMI 2,567587000,9128879,Thailand
IVER BEST,236111758,9588275,Gibraltar
IVER BEAUTY,236594000,9588263,Gibraltar
IVER BALANCE,247296800,9588251,Italy
IVER BLESSING,236623000,9588287,Gibraltar
GASCHEM MOSEL,636091189,9274379,Liberia
GASCHEM SHINANO,211307550,9269271,Germany
BONVOY 8,511100565,9084695,Palau
M T VIVEKA,356166000,9088938,Panama
GAZ PIONEER,0,8013223,Panama
CORALIUS,266436000,9769128,Sweden
GLOBAL PHENIX,355662000,9552719,Panama
QUEEN REEM,0,9141259,Panama
BAO QING,413474270,9642150,China
BAO ZE,413472910,9642124,China
SENNA 8,567564000,9128673,Thailand
GREMIO,373028000,9699256,Panama
RENAUD,373115000,9806720,Panama
CORINTHIAN,374075000,9746786,Panama
GAS CATHAR,352448000,9250505,Panama
SANTOS,351221000,9774898,Panama
LOUIS,357751000,9717412,Panama
ECO NICAL,538006688,9746774,Marshall Islands
JOFFA,667001395,8513405,Sierra Leone
EPIC BEATA,215835000,9580182,Malta
GAZ HORIZON,538007915,9572563,Marshall Islands
EPIC BORACAY,563130500,9521588,Singapore
IVER BITUMEN,247318400,9438949,Italy
GAZ INTERCEPTOR,351259000,9291224,Panama
IZABEL,626231000,9531765,Gabon
CORAL STAR,244790522,9685499,Netherlands
CORAL IVORY,245286000,9207039,Netherlands
CORAL STICHO,244790523,9685504,Netherlands
SHUN FA,457112000,8528864,Mongolia
KINGSWAY,0,9191773,Unknown
MAINLAND,249446000,9431056,Malta
G SPRING,621819052,9040118,Djibouti
CAROL,341575000,9070072,St Kitts & Nevis
JAN VICTORIA,667002007,9168257,Sierra Leone
TRANS EMERALD,248888000,9295452,Malta
WILHELMINE ESSBERGER,244961000,9295440,Netherlands
ANNELIESE ESSBERGER,244363000,9295426,Netherlands
LISA ESSBERGER,245958000,9295438,Netherlands
GAZ AMARIS,0,9251183,Marshall Islands
EPIC BURANO,564600000,9251171,Singapore
NGOL CASSAI,312008000,9250517,Belize
GAS HARALAMBOS,308652000,9423126,Bahamas
JW JEWEL,564218000,9402964,Singapore
NIKE,249803000,9431032,Malta
HYDRA,228366800,9837341,France
SEDNA,228372600,9837353,France
PROSPERY,0,9081265,Mongolia
SYN ALTAIR,247231000,9158240,Italy
B. ATLANTIC,538004308,9333125,Marshall Islands
ZALIV NAKHODKA,273326750,8906951,Russia
DOOLA STAR,440232000,9321809,Korea
DUZGIT DIGNITY,271043776,9581019,Turkey
BOMAR QUEST,538002583,9272735,Marshall Islands
ES LILY,440503100,9272723,Korea
SENNA 9,567575000,9116230,Thailand
EPIC BERMUDA,256942000,9238131,Malta
B LPG CHATOKI,405000344,9245081,Bangladesh
LPG MARIA,356210000,9228253,Panama
EPIC BARNES,351344000,9251121,Panama
SEA UNITY,564892000,9561411,Singapore
SLNC PAX,338164000,9383663,United States (USA)
GAS CHALLENGER,417222395,9116228,Sri Lanka
ASPHALT PRINCESS,374947000,7382988,Panama
CAVANE,249210000,9392183,Malta
ALVISE DP,249213000,9393383,Malta
TOMMASO S,249209000,9393395,Malta
CHALLENGER,0,8121458,St Kitts & Nevis
JIN HAI TAO,414754000,9672557,China
XIANG SHUN,457062000,9153800,Mongolia
DIAMOND 8,0,9132612,Unknown
JIN HAI LAN,413268570,9672569,China
DING SHIN NO.98,352561000,9187588,Panama
MTEASTERNCHEMI,441944000,9203370,Korea
LS CHRISTINE,577569000,9302009,Vanuatu
GASCHEM WESER,636090811,9103398,Liberia
HUNTEGAS,636016596,9103403,Liberia
OXALIS PEONY,563504000,9682112,Singapore
STO LOBELIA,441984000,9279927,Korea
BOMAR SEDNA,256996000,9383651,Malta
CRANE GAIA,352461000,9602667,Panama
ANNELISE THERESA,219023000,9478286,Denmark
CATHY THERESA,219374000,9478315,Denmark
ALICE THERESA,219148000,9478303,Denmark
TINA THERESA,219057000,9478298,Denmark
CAROLINE THERESE,220637000,9428449,Denmark
KARINA THERESA,220648000,9428451,Denmark
GAZPROMNEFT MURMANSK,273430430,9167930,Russia
ODIN,273426280,9151890,Russia
TMN PIONEER,567361000,9529944,Thailand
QUEEN PHENIX,0,9129718,Panama
M.T. PHUBAI PATTRA 1,567354000,9481386,Thailand
PHUBAI PATTRA 2,567362000,9519664,Thailand
DAEWOO DIAMOND,353641000,9478121,Panama
PACIFIC SPACE,354826000,9016935,Panama
AEGEAN II,0,9016911,Panama
ORKIM GLORY,533130976,9685059,Malaysia
HENG YANG,667001427,9016923,Sierra Leone
HABIP BAYRAK,229674000,9458183,Malta
YC CLOVER,370388000,9478078,Panama
DL LOTUS,636021775,9353979,Liberia
HERBANIA,224030000,9674828,Spain
HEATHER,248280000,9514456,Malta
AN PHU 15,574003650,9626845,Vietnam
MED ARCTIC,248054000,9410545,Malta
MED BALTIC,215194000,9462304,Malta
MED ADRIATIC,229692000,9410662,Malta
MED ANTARCTIC,248315000,9462316,Malta
MED TUNCER,215033000,9830599,Malta
MRC LINA,248095000,9462299,Malta
MED PAKIZE,215486000,9830604,Malta
KOREA VICTORY,441799000,9829502,Korea
CAROLINE ESSBERGER,244024000,9439151,Netherlands
XANTE,352001745,9554834,Panama
MED SERHAT,215683000,9461922,Malta
MT MED BLUE JAY,215496000,9544346,Malta
MED EMRE,215402000,9461910,Malta
B.SUN,538006684,9697301,Marshall Islands
MT.PLAJU,525008040,9348950,Indonesia
HERMES,352001108,9515357,Panama
HACI FATMA ANA,215552000,9458195,Malta
GIANT SAMBU,441181000,9390707,Korea
TRISTEN,352001238,9411692,Panama
LOTUS SAMBU,441587000,9431745,Korea
DL DIAMOND,440116410,9390719,Korea
EFE,577463000,9558763,Vanuatu
PETROLINA OCEAN,212422000,9460617,Cyprus
BTS ELIZABETH,566165509,9460629,Singapore
ES ROSE,440016180,9412426,Korea
ANUKET RUBY,215928000,9393668,Malta
MIRAJ,325243000,9394741,Dominica
ANUKET PEARL,215338000,9395886,Malta
ANUKET JADE,355526000,9393656,Panama
GALBOT,636016937,9555084,Liberia
ANUKET CORAL,248582000,9395874,Malta
ISRAA,403096001,9325960,Saudi Arabia
ANUKET SAPPHIRE,351007000,9393670,Panama
DAISY,325847000,9516545,Dominica
AL SAFA,325366000,9501643,Dominica
LADY ELA,538003488,9511442,Marshall Islands
TOSCA,210254000,9870678,Cyprus
BICE AMORETTI,247373800,9321445,Italy
GINOSTRA M,247162900,9321419,Italy
MARY A,247373700,9321433,Italy
BALONGAN,525008118,9330202,Indonesia
KASIM,525008099,9604043,Indonesia
PENG HU WAN,413369000,9469314,China
ZHEN ZHU WAN,413368000,9406855,China
PING HAI WAN,356503000,9558579,Panama
XING HAI WAN,371737000,9570113,Panama
NING HAI WAN,371078000,9578385,Panama
AN HAI WAN,356502000,9563108,Panama
DER YUN,416460000,9589982,Taiwan
ALICE N,249502000,9312406,Malta
SILVER ATLAS,371896000,9355393,Panama
CHUANG YI,353568000,9196656,Panama
EMERYN,525400301,9291315,Indonesia
STO AZALEA,441939000,9284714,Korea
FUJI LAVA,215712000,9468528,Malta
ACACIA RUBRA,249374000,9468530,Malta
SHUEN FAR 168,0,9114830,Belize
NEW HARMONY,544106120,9114828,Nauru
JM SUTERA 3,533061100,9434101,Malaysia
JM SUTERA 1,533060900,9434084,Malaysia
JM SUTERA 2,533061200,9434096,Malaysia
RAJTILAK,518100958,9383340,Cook Islands
GLORILAND,477630200,9904106,Hong Kong
Y L W,518100887,9360398,Cook Islands
SHARDA,518100890,9383352,Cook Islands
LANWAN,0,9360403,Comoros
KAIHATSU MARU,0,9116498,Belize
PACIFIC MOON,760000600,8813697,Peru
SHOSHUN,374613000,9773155,Panama
SHOTAN,352596000,9709271,Panama
WINSTON 01,525201830,9570319,Indonesia
ANARGYA I,525101819,9576648,Indonesia
ORALIA,351169000,9269609,Panama
INCHEON CHEMI,440306000,9297711,Korea
KAPIDAG,271047132,9034731,Turkey
FANG CHENG GANG,477963300,9571674,Hong Kong
DA HENG SHAN,477547800,9564815,Hong Kong
BD 51,374698000,9505003,Panama
THERESA MICRONESIA,477938600,9317250,Hong Kong
SILVER ARIES,353870000,9820439,Panama
SILVER LIBRA,355464000,9806744,Panama
ANGEL 22,374604000,9191230,Panama
ARIN 8,525007247,9209001,Indonesia
TEC 1,0,9648685,Russia
B LPG SOPHIA,357668000,9175846,Panama
CORAL RIGIDA,245203000,9212577,Netherlands
CORAL RUBRUM,636016718,9185346,Liberia
HOKORI,354160000,9523249,Panama
DAEHO SUNNY,440163000,9511105,Korea
SUN ORION,372335000,9700433,Panama
ECO DREAM,538006369,9658355,Marshall Islands
ECO GREEN,538006370,9658367,Marshall Islands
VERONICA DP,256227000,9304318,Malta
PACIFIC,219018272,9308900,Denmark
PACIFIC PETRO 01,574004160,9311268,Vietnam
CORAL LEAF,244036000,9404625,Netherlands
CORAL LACERA,636016149,9350898,Liberia
CORAL LOPHELIA,636016683,9350886,Liberia
SUN APOLLON,372653000,9700445,Panama
PRIMA,229450000,9427433,Malta
WILA,636017432,9100774,Liberia
IRINI,311000706,9427457,Bahamas
DACIL,224729000,9427445,Spain
GLOBAL LAKE,271049800,9427469,Turkey
MARIA IMMACULATA,229873000,9610339,Malta
TUVAQ W.,316037331,9610341,Canada
DREAM PIONEER,538007929,9809576,Marshall Islands
CALYPSOGAS,304563000,9131101,Antigua & Barbuda
BRIGHT HONOR,356927000,9131096,Panama
GC PRINCESS,356978000,9143506,Panama
MT LUNIS,356527000,9200859,Panama
CHANG LI,667001548,9087661,Sierra Leone
ULTRA ENERGY,352001044,9184031,Panama
SAGAN,0,9184043,Panama
AYSENAZ,271044017,9034743,Turkey
STELLA POLARIS,245911000,9187057,Netherlands
NORMA,210048000,9870666,Cyprus
FADL E RABBI,0,9078177,Panama
TATLISU,538006581,9282364,Marshall Islands
SINAR MANDALIKA,525109009,9326213,Indonesia
LONG PHU 20,574004440,9326225,Vietnam
MT.ADRIA,525114037,9268540,Indonesia
IMMANUEL,273378220,9056571,Russia
TIGER KNIGHT,477904400,9279692,Hong Kong
JOY CHEMIST,353904000,9415038,Panama
GOLDSTAR SHINE,441382000,9279707,Korea
MT.PERMATA PIONEER,525301854,9246944,Indonesia
MISIKAN,440183000,9246932,Korea
ORIENTAL LINKS,341471000,9205653,St Kitts & Nevis
PROGRESS 10,518100675,9213208,Cook Islands
NEXUS,564882000,9291468,Singapore
KALBAJAR,423501100,9821471,Azerbaijan
LACHIN,423488100,9821469,Azerbaijan
ARDI,511100509,9142320,Palau
CONCORD,525119166,9274006,Indonesia
ACCORD,563901000,9274020,Singapore
TSYS,353076000,9711054,Panama
GIOCONDA,209415000,9819052,Cyprus
BESIKTAS ICELAND,229668000,9395367,Malta
MT OCEAN PRINCESS,538009142,9268291,Marshall Islands
SARVESHWAR,518100960,9486283,Cook Islands
MIA MARIEYA,518100015,9166974,Cook Islands
HICRI KAAN,271043544,8508670,Turkey
DAEHO SUN STAR,440625000,9249609,Korea
EROWATI I,356458000,9276236,Panama
WENZHOU STAR,352001738,9276224,Panama
LIVATYA,356789000,9291444,Panama
STS PIONEER,574001590,9162069,Vietnam
JM ARIES,374974000,9166962,Panama
ANTISANA,0,8323886,Sierra Leone
ORKIM MERIT,533056300,9572874,Malaysia
ORKIM EXPRESS,533060200,9572886,Malaysia
BALT FLOT 18,273393560,9838199,Russia
BALT FLOT 19,273417140,9838204,Russia
BALT FLOT 20,273414840,9846237,Russia
BALT FLOT 17,273393650,9829071,Russia
BALT FLOT 16,273391340,9829069,Russia
STOLT SKUA,319121000,9199311,Cayman Islands
STOLT TEAL,319194000,9199323,Cayman Islands
WOOJIN CHEMI,538008240,9272814,Marshall Islands
PVT DRAGON,574395000,9140580,Vietnam
GOLD STAR,0,9146247,Cameroon
BARAKAALE,373903000,9166948,Panama
PRINCE CHARMING,440146000,9166950,Korea
TRANSKO YUDHISTIRA,525104018,9843027,Indonesia
MUTIARA GLOBAL,525301190,9249893,Indonesia
CHANG SHENG 36,518100791,9258040,Cook Islands
KELSEY 2,440128000,9254214,Korea
ECO DOMINATOR,538006873,9789532,Marshall Islands
ECO STREAM,538005492,9698355,Marshall Islands
ECO GALAXY,538006293,9715555,Marshall Islands
ECO CHIOS,538005496,9698367,Marshall Islands
MARINE VICKY,563098800,9880520,Singapore
MT.METRO MARITIM 1,525301397,9425370,Indonesia
ANDREA D,256442000,9344174,Malta
IRENE DP,249126000,9354571,Malta
SYN ATLAS,0,9003043,Italy
GAZ DYNAMIC,538004420,9612844,Marshall Islands
EPIC BALI,565254000,9519523,Singapore
EPIC BORNEO,215746000,9519535,Malta
AC D,256934000,9428437,Malta
FORTUNA I,205144000,9388479,Belgium
MRC MINA,248759000,9464285,Malta
NAVIS,574004790,9260366,Vietnam
ARAL,248693000,8125454,Malta
SEN ARCHE,215979000,9443061,Malta
MELINA,0,8411243,Togolese Rep
LEOPOLD,636021933,9173032,Liberia
EPSILONGAS,304050864,9202039,Antigua & Barbuda
KAPPAGAS,304050982,9215141,Antigua & Barbuda
ST SARA,256177000,9356646,Malta
LILY PG,232017125,9823390,United Kingdom (UK)
LOTUS,0,8418904,Gabon
MT. KUANG,525008045,9189586,Indonesia
DONIA,266454000,9442914,Sweden
MT.NONI.T,525006216,9520754,Indonesia
MT.OLYVIA,525006215,9522764,Indonesia
METRO MARITIM II,525301505,9410193,Indonesia
GLOBAL HAWK,518100966,9422859,Cook Islands
MARINE MOON,352001165,9547776,Panama
LIA,626175000,9411288,Gabon
GLOBAL FALCON,518998267,9399167,Cook Islands
METIS,563017100,9498949,Singapore
MONJASA SUPPLIER,370383000,9498963,Panama
MARINE HERCULES,563149300,9547764,Singapore
GLOBAL EAGLE,518998272,9422847,Cook Islands
MONJASA STRIKER,355759000,9498975,Panama
ATHENIA,563011700,9498951,Singapore
KUZGUNCUK,271000882,9235842,Turkey
POKANA,511449000,9135183,Palau
MUSA DZHALIL,273381540,9766140,Russia
GABDULLA TUKAY,273381900,9752498,Russia
GALIASGAR KAMAL,273412980,9820776,Russia
KEMPTON,354104000,9229142,Panama
AYSU,620268000,9014511,Comoros
VS SALOME,229262000,9382114,Malta
MOON SPRING,371311000,9114866,Panama
ORACLE,564968000,9525819,Singapore
VS SALMA,229259000,9367358,Malta
KARRUCA,271047823,9216470,Turkey
PROSPERITAI,667003335,9033555,Sierra Leone
CLEAR AURORA,0,8208189,Comoros
YOU SHEN 6,413375480,9507556,China
OCEAN CHEMIST,440077000,9279616,Korea
ASIAN RIGEL,440659000,9279628,Korea
SINAR MASELA,525109005,9279630,Indonesia
SCOT DRESDEN,538009889,9365245,Marshall Islands
SCOT FLENSBURG,538009892,9365269,Marshall Islands
SCOT AUGSBURG,538009890,9378022,Marshall Islands
SCOT NUERNBERG,538009891,9365257,Marshall Islands
LONG PHU 16,574014548,9236925,Vietnam
DL JADE,440106140,9236913,Korea
FLOURISH,533180004,9505106,Malaysia
WOOLIM DRAGON,440140000,9922665,Korea
RAZNA,0,8129632,Unknown
EAGER,565218000,9378694,Singapore
HERCULES 500,215290000,9360221,Malta
KOTI,0,9417115,Unknown
JM SUTERA 5,533000711,9396880,Malaysia
ES ASPIRE,563014800,9417127,Singapore
YONG FENG SHUN,371062000,9494929,Panama
JM SUTERA 7,533000793,9494917,Malaysia
ARAHAN,440501000,9166857,Korea
EXPRESS,566778000,9185891,Singapore
JAL PARI,356316000,9166869,Panama
MT.BUMI INDONESIA,525014017,9182825,Indonesia
SMOOTH SEA 18,567522000,8684888,Thailand
YOU SHEN 1,413373690,9478042,China
AURA,273355480,9624316,Russia
ASSIA,273356360,9624304,Russia
MT CORDELIA.W,525119206,9554901,Indonesia
BEYOND,565299000,9379430,Singapore
AEROSEA CATALINA,525121022,9554913,Indonesia
SCOT FRANKFURT,249083000,9274537,Malta
SCOT BAYERN,249084000,9255828,Malta
SCOT BREMEN,249086000,9260835,Malta
SCOT BERLIN,249085000,9255804,Malta
SCOT LEIPZIG,249080000,9260847,Malta
SCOT STUTTGART,249072000,9274549,Malta
SCOT HAMBURG,249081000,9255799,Malta
SCOT MUNCHEN,249068000,9255816,Malta
GARMONIA,273358450,9616955,Russia
GLORIA,273353340,9602825,Russia
GLOVER,566103000,9614115,Singapore
CASPIAN STREAM,273448070,9228332,Russia
CASPIAN LEADER,273440170,9235684,Russia
IEVOLI SPEED,247351000,9160310,Italy
NEREUS,0,9160308,Palau
CLARITY,341920000,9390264,St Kitts & Nevis
CLOE,273352720,9593921,Russia
SCHUMI 3,567071800,9125413,Thailand
PETRO AUSANEE,548816200,9258313,Philippines
TETI,273359070,9540352,Russia
PENELOPE,273356510,9540364,Russia
GHEBA,273355910,9560936,Russia
FT STURLA,215551000,9447287,Malta
FT QUINTO,215769000,9447304,Malta
FT NERVI,215481000,9447299,Malta
ES EFFORT,636021333,9515448,Liberia
SAKHOIL,0,7636652,Sierra Leone
TESSA KOSAN,229690000,9160487,Malta
TENNA KOSAN,229333000,9160475,Malta
AT GLORY,352585000,9223710,Panama
VF TANKER 9,273355270,9640578,Russia
LIBERTY,273331440,9645982,Russia
LADY RANIA,273382620,9784893,Russia
GAS EMPEROR,355086000,9109316,Panama
NEW GRACE,565974000,9459682,Singapore
KAPITAN PERSHIN,0,8025898,Russia
KAPITAN PONIKAROVSKIY,0,7636614,Russia
ANGEL NO.1,477685900,9470662,Hong Kong
ANGEL NO.2,477711700,9547788,Hong Kong
VOSTOK,511100166,7923665,Palau
SHUYA,0,8129589,Russia
ORKIM LEADER,533048500,9546837,Malaysia
ORKIM HARMONY,533042200,9524671,Malaysia
ORKIM FORTUNE,533042300,9524657,Malaysia
VOLGOTRANS 2701,273389670,9823039,Russia
VOLGOTRANS 2702,273399050,9823065,Russia
JANE ASPHALT,370151000,9459577,Panama
JANESIA ASPHALT V,563501000,9442160,Singapore
LADY SEVDA,273342180,9683738,Russia
BALT FLOT 12,273380460,9804241,Russia
